Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	Biological Process	Cellular Component	Molecular Function	Pfam IDs	Entrez Gene ID	Ensembl Gene ID	Gene Symbol	KEGG Pathways	Chromosome	Reactome Pathways	WikiPathways	# Protein Pathway Groups	Abundance: F25: Sample	Abundance: F26: Sample	Abundance: F27: Sample	Abundance: F37: Sample	Abundance: F38: Sample	Abundance: F39: Sample	Abundance: F74: Sample	Abundance: F75: Sample	Abundance: F76: Sample	Found in Sample: [S25] F25: Sample	Found in Sample: [S26] F26: Sample	Found in Sample: [S27] F27: Sample	Found in Sample: [S37] F37: Sample	Found in Sample: [S38] F38: Sample	Found in Sample: [S39] F39: Sample	Found in Sample: [S74] F74: Sample	Found in Sample: [S75] F75: Sample	Found in Sample: [S76] F76: Sample	# Protein Groups	Modifications
FALSE	Medium	Master Protein	Q88FV3	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_3975 PE=4 SV=1	0.039	2.58	8	1	1	1	153	16.7	4.97	0	1				Pf01042	1046588	PP_3975	PP_3975					0	211048.7344								510637	Peak Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Peak Found	1	
FALSE	Medium	Master Protein	Q88KK3	Phage internal core protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2287 PE=4 SV=1	0.04	2.575	1	1	52	1	1569	171.9	6.84	0	1				Pf01464	1045197	PP_2287	PP_2287					0	841091.5625	1005693.813	771901.5625	1571418	1038200.938	1987365.125	1463148.625	1062437.25	1618167	High	High	High	Peak Found	High	High	High	High	Peak Found	1	
FALSE	Medium	Master Protein	Q88KV3	Putative Formate dehydrogenase, delta subunit OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2186 PE=4 SV=1	0.04	2.555	12	1	10	1	67	7.6	6.27	3.31	1				Pf11390	1045047	PP_2186	PP_2186	"Glyoxylate and dicarboxylate metabolism; Carbon metabolism; Metabolic pathways; Methane metabolism; Microbial metabolism in diverse environments"				5	1043744.375	765468.3125	820586.5	1137643.875	1198838.75	1067675.375	744286.3125	536547.25	408488.1875	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q88G14	DNA-cytosine methyltransferase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_3912 PE=3 SV=1	0.04	2.549	2	1	12	1	553	58.7	6.06	14.61	1	"defense response;metabolic process;response to stimulus"		catalytic activity	Pf00145	1046653	PP_3912	PP_3912	"Cysteine and methionine metabolism; Metabolic pathways"				2										High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q88J81	Putative Branched-chain amino acid ABC transporter, permease protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2768 PE=3 SV=1	0.04	2.548	3	1	16	1	293	30.9	9.17	8.75	1	transport	membrane	transporter activity		1042163	PP_2768	PP_2768	"Quorum sensing; ABC transporters"				2				1430791.875		659818.25				Not Found	Not Found	Not Found	High	Not Found	Peak Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q88N14	C4-dicarboxylate transport sensor protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=dctB PE=4 SV=1	0.043	2.524	2	1	5	1	585	65.1	7.77	0	1	"metabolic process;regulation of biological process;response to stimulus"	membrane	"catalytic activity;nucleotide binding;receptor activity;signal transducer activity"	Pf00512, Pf02518, Pf13589	1043290	PP_1402	dctB	Two-component system				1						593406.6875	710043.6875			High	Not Found	Not Found	Not Found	Not Found	High	Peak Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q88H36	Dimethyl-sulfide monooxygenase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=dmoA-II PE=4 SV=1	0.043	2.521	3	1	1	1	454	50.4	6.43	1.73	1	metabolic process		catalytic activity	Pf00296	1046311	PP_3529	"PP_3529; dmoA-II"					0										Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	A0A140FWG4	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_5612 PE=4 SV=1	0.043	2.521	10	1	2	1	203	24.4	8.98	0	1					26969922	PP_5612	PP_5612					0										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q88GS1	Putative Oxidoreductase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_3647 PE=4 SV=1	0.043	2.52	10	1	1	1	161	17.1	5.26	0	1			nucleotide binding	Pf01613	1046391	PP_3647	PP_3647					0	819898.875	757541.25		1125418.875	886965.5625	1471734.5	612114.5	750467.625		Peak Found	Peak Found	Not Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Not Found	1	
FALSE	Medium	Master Protein	A0A140FWQ0	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_5698 PE=4 SV=1	0.043	2.512	10	1	4	1	104	11.3	8.81	0	1					26970012	PP_5698	PP_5698					0	782642.375		423018.9063	154310.0469		402015.75				Peak Found	Not Found	Peak Found	Peak Found	Not Found	Peak Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q88LA1	MFS domain-containing protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2034 PE=4 SV=1	0.043	2.509	2	1	17	1	419	42.6	10.23	6.53	1	transport	membrane			1042882	PP_2034	PP_2034					0	2340958.5	2613738.5	1523824.75	1019514.75	438006.7813	2520829.75	2030152.125	1416009.125	1580511.75	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q88MX1	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_1447 PE=4 SV=1	0.043	2.506	9	1	7	1	82	9.6	9.79	0	1			DNA binding	Pf09905	1045814	PP_1447	PP_1447					0	439881.9375	393187.4375	456124.375	990162.3125	1112006.5	724376.5	450695.0313	633692.5625	660587.625	Peak Found	Peak Found	Peak Found	High	High	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q88RS1	Putative 1-acyl-sn-glycerol-3-phosphate acyltransferase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_0058 PE=4 SV=1	0.044	2.499	8	1	3	1	261	29.1	9.55	0	1	metabolic process	membrane	catalytic activity	Pf01553	1043539	PP_0058	PP_0058	"Metabolic pathways; Biosynthesis of secondary metabolites; Glycerophospholipid metabolism; Glycerolipid metabolism"				4										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q88R32	L-carnitine dehydrogenase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=lcdH PE=3 SV=1	0.044	2.498	4	1	4	1	321	34.6	5.67	0	1	metabolic process	cytoplasm	catalytic activity	Pf00725, Pf02737	1043993	PP_0302	"PP_0302; lcdH"					0	388760.2813	642789.125	677535.875	427028.375	264688.8125	685966.4375				High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q88E30	Methylenetetrahydrofolate reductase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_4638 PE=4 SV=1	0.045	2.486	7	1	2	1	495	55.1	8.7	0	1	metabolic process		catalytic activity	Pf12225	1043130	PP_4638	PP_4638	"Carbon metabolism; Metabolic pathways; One carbon pool by folate; Microbial metabolism in diverse environments"				4										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q88GB3	Transcriptional regulator, LysR family OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_3811 PE=3 SV=1	0.046	2.451	7	1	1	1	294	32.5	8.63	0	1	"metabolic process;regulation of biological process"		DNA binding	Pf00126, Pf03466, Pf12840	1046754	PP_3811	PP_3811					0				15575645						Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q88HZ1	ABC transporter, ATP-binding protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_3211 PE=4 SV=1	0.047	2.447	4	1	16	1	282	30.7	7.18	0	1			"catalytic activity;nucleotide binding"	Pf00005, Pf01637	1046859	PP_3211	PP_3211					0	608873.0625			519806.75	690131.6875	3739209.25				Peak Found	Not Found	Not Found	Peak Found	Peak Found	High	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q88K98	DNA polymerase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=polB PE=3 SV=1	0.047	2.439	1	1	9	1	786	89.1	7.39	0	1	metabolic process		"catalytic activity;DNA binding;nucleotide binding"	Pf00136, Pf03104	1045429	PP_2393	polB					0	375060.3438	935793	799530.25	470699	912722.6875	947348.8125	1306743	827860.75	942656.1875	Peak Found	High	Peak Found	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	Q88GI3	Major facilitator family transporter OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_3740 PE=4 SV=1	0.047	2.438	7	1	2	1	446	46.4	10.14	0	1	transport	membrane	transporter activity	Pf00083, Pf07690	1045424	PP_3740	PP_3740					0										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q88J73	Homocysteine S-methyltransferase family protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2776 PE=4 SV=1	0.048	2.43	5	1	2	1	307	33.1	5.29	2.07	1	metabolic process	cytoplasm	"catalytic activity;metal ion binding"	Pf02574	1042315	PP_2776	PP_2776					0	782893.75	776248.25	808666.125	2081696.75	1159374.375	936977.0625		813512.375	1385200.125	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Peak Found	Peak Found	1	
FALSE	Medium	Master Protein	P61626	Lysozyme C OS=Homo sapiens GN=LYZ PE=1 SV=1	0.048	2.426	5	1	1	1	148	16.5	9.16	0	1	"defense response;metabolic process;response to stimulus;transport"	"extracellular;organelle lumen"	"catalytic activity;protein binding"	Pf00062	4069	ENSG00000090382.6	LYZ	Salivary secretion	12	"Antimicrobial peptides; Neutrophil degranulation; Amyloid fiber formation"		7										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q88IK4	Putative DNA topology modulation kinase FlaR OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2995 PE=4 SV=1	0.048	2.425	11	1	1	1	180	20.9	10.37	0	1	metabolic process		"catalytic activity;nucleotide binding"	Pf00004, Pf00005, Pf01202, Pf01926, Pf03205, Pf06414, Pf08433, Pf10662, Pf12846, Pf13189, Pf13207, Pf13238, Pf13401, Pf13479, Pf13521, Pf13671	1043010	PP_2995	PP_2995					0	333366.4063		308006.2813	518285.7813				302886.25		Peak Found	Not Found	Peak Found	Peak Found	Not Found	Not Found	Not Found	Peak Found	Not Found	1	
FALSE	Medium	Master Protein	Q88P58	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_0995 PE=4 SV=1	0.048	2.424	3	1	68	1	213	22.4	10.2	9.86	1		membrane		Pf06532	1044924	PP_0995	PP_0995					0	3937067.406	4882034	4508840	17884947	17562033	14213535.25	6018605	8116387	7278310.5	High	High	High	High	High	High	High	High	High	1	
FALSE	Medium	Master Protein	Q88CZ2	Outer membrane lipoprotein Blc OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_5037 PE=3 SV=1	0.05	2.411	4	1	1	1	190	22.1	8.46	0	1	transport		transporter activity	Pf08212	1043888	PP_5037	PP_5037					0					487403.6875	466971.4375				Not Found	Not Found	Not Found	Not Found	High	Peak Found	Not Found	Not Found	Not Found	1	
FALSE	Medium	Master Protein	Q88GJ8	Putative Acyl-CoA synthetase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_3724 PE=4 SV=1	0.05	2.41	2	1	2	1	705	74.3	5.47	0	1			"metal ion binding;nucleotide binding"	Pf08442, Pf13380, Pf13535, Pf13549, Pf13607	1046476	PP_3724	PP_3724					0	381629.0625	444363.3125						632176.6875		Peak Found	Peak Found	Not Found	Not Found	Not Found	Not Found	Not Found	Peak Found	Not Found	1	
FALSE	Low	Master Protein	Q88IJ6	3-dehydroquinate dehydratase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=aroQ-III PE=3 SV=1	0.05	2.395	15	1	1	1	145	16.1	5.87	0	1	"metabolic process;regulation of biological process;response to stimulus"		"catalytic activity;DNA binding;nucleotide binding;signal transducer activity"	Pf01220, Pf06506	1043031	PP_3003	"aroQ-3; aroQ-III"	"Biosynthesis of antibiotics; Phenylalanine, tyrosine and tryptophan biosynthesis; Biosynthesis of amino acids; Metabolic pathways; Biosynthesis of secondary metabolites"				5										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	Met-loss [N-Term]
FALSE	Low	Master Protein	Q88DK1	Sensor histidine kinase/response regulator OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_4824 PE=4 SV=1	0.05	2.395	1	1	3	1	923	101.5	6.65	0	1	"metabolic process;regulation of biological process;response to stimulus"	membrane	"catalytic activity;receptor activity;signal transducer activity"	Pf00072, Pf00512, Pf02518, Pf07695, Pf07696	1041944	PP_4824	PP_4824					0										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88GZ3	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_3572 PE=4 SV=1	0.051	2.391	6	1	1	1	225	23.4	5.14	0	1				Pf06267	1046172	PP_3572	PP_3572					0										Not Found	Not Found	Not Found	High	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88JX2	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2525 PE=4 SV=1	0.052	2.383	3	1	1	1	387	42.5	6.7	0	1			nucleotide binding	Pf02463, Pf13175, Pf13304, Pf13476	1045785	PP_2525	PP_2525					0										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88E34	Putative hydrolase, alpha/beta fold family OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_4634 PE=4 SV=2	0.052	2.382	4	1	6	1	302	33.7	9.14	1.63	1			catalytic activity	Pf00561, Pf12146, Pf12695, Pf12697	1042246	PP_4634	PP_4634					0	21442753.31	27101656	25584711.19	65006974.25	55699276.81	55180668.5	42421948.81	43708084	54459933.13	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	Q88MQ0	Glycerol-3-phosphate acyltransferase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=plsB PE=3 SV=1	0.052	2.381	1	1	4	1	828	93.6	9.52	0	1	metabolic process	membrane	catalytic activity	Pf01553	1045494	PP_1520	plsB	"Glycerolipid metabolism; Metabolic pathways; Biosynthesis of secondary metabolites; Glycerophospholipid metabolism"				4	383258.5	351029	1043783.5	1122592.344	2113789	827151.125	896443.2813	407619.5938	1184988.5	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	Q88NT8	Site-specific recombinase, resolvase family OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_1116 PE=4 SV=1	0.052	2.38	5	1	1	1	236	26	9.61	0	1	metabolic process		"catalytic activity;DNA binding"	Pf00239, Pf07508	1045248	PP_1116	PP_1116					0										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88J91	Putative Ribose ABC transporter, periplasmic ribose-binding protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2758 PE=4 SV=1	0.052	2.378	2	1	4	1	342	36.6	6.8	0	1				Pf13377, Pf13407	1045162	PP_2758	PP_2758	"Bacterial chemotaxis; ABC transporters"				2	376309088	347064096	341786848	282784704	275855040	556705984	387988032	337407488	463221408	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	Q88KH4	Putative ABC transporter, permease protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2316 PE=4 SV=1	0.053	2.373	3	1	1	1	832	88.4	9.29	2.17	1		membrane			1045306	PP_2316	PP_2316					0										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88Q26	Sensory box protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_0672 PE=4 SV=1	0.054	2.359	1	1	5	1	1276	144.2	5.91	5.35	1	"metabolic process;regulation of biological process;response to stimulus"	membrane	"catalytic activity;protein binding;receptor activity;signal transducer activity"	Pf00563, Pf00989, Pf00990, Pf08447, Pf08448, Pf13426	1044496	PP_0672	PP_0672					0	924933.8125	2148809.75	2067716.031	1227324.25		1126028.5	1264168.875	1303290.125	1847598.813	Peak Found	High	Peak Found	Peak Found	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	Q88HP2	Glutathione-regulated potassium/H+ antiporter OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=kefB-II PE=3 SV=1	0.054	2.352	1	1	25	1	581	62.2	8.38	19.82	1	transport	membrane	transporter activity	Pf00999, Pf01262, Pf02254, Pf06826	1046963	PP_3311	"PP_3311; kefB-II"					0	160189.4688					221229.6875		190138.5781		Peak Found	Not Found	Not Found	Not Found	Not Found	Peak Found	Not Found	Peak Found	Not Found	1	
FALSE	Low	Master Protein	Q88ID7	Putative Pyocin R2_PP, tail length determination protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_3062 PE=4 SV=1	0.055	2.35	1	1	2	1	1089	112.7	9.19	1.77	1				Pf10145	1043420	PP_3062	PP_3062					0										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88RP4	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_0085 PE=4 SV=1	0.055	2.346	8	1	3	1	162	18.2	9.52	0	1	response to stimulus	membrane		Pf05957	1043566	PP_0085	PP_0085					0	487026.0938	925832.8438	350438.8125	406374.4688		1994824.5	460049.5	355353.375	778347.1875	Peak Found	Peak Found	Peak Found	Peak Found	Not Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	Q88J30	Outer membrane protein OprJ OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=oprJ PE=3 SV=1	0.055	2.343	2	1	11	1	468	50.5	6.58	3.51	1	transport	membrane	transporter activity	Pf02321	1042702	PP_2819	oprJ					0	5413207	4759047.5	6037298.5			7688661	6797922.5	4788187	9099797	Peak Found	Peak Found	High	Not Found	Not Found	Peak Found	High	Peak Found	High	1	
FALSE	Low	Master Protein	Q88IC8	Acetoacetyl-coenzyme A synthetase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=aacs PE=4 SV=1	0.055	2.338	1	1	1	1	650	72.3	6.46	0	1	metabolic process		catalytic activity	Pf00501, Pf13193	1043586	PP_3071	"PP_3071; aacs"	"Valine, leucine and isoleucine degradation; Butanoate metabolism"				2	261186.2969	300201.5938	458633.125	701279.3125	595714.8125		503077.4688	518604.3438	576953.9375	Peak Found	Peak Found	Peak Found	High	Peak Found	Not Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	Q88JZ6	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2497 PE=4 SV=1	0.058	2.32	9	1	3	1	109	10.4	9.01	0	1					1045708	PP_2497	PP_2497					0	8523757	21110416	17791952	2298567.75	2527903	6733288.5	6315251.5	5623029	4921122	Peak Found	Peak Found	High	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	Q88HW1	GGDEF domain protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_3242 PE=4 SV=1	0.061	2.306	2	1	1	1	522	57.5	8.16	0	1		membrane		Pf00990	1046889	PP_3242	PP_3242					0	2626759.75	2523037.25	3222633.5	2487190.25	2832241.75	4072887.75	4081951	2947190.75	3645474.5	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	Q877N3	Transposase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_4442 PE=4 SV=1	0.061	2.305	6	1	1	1	111	12.2	9.98	0	1				Pf05717	"1041815; 1042059"	"PP_5397; PP_4442"	"PP_4442; PP_5397"					0			597929.375	862086.4375		1726334.125			1533487	Not Found	Not Found	Peak Found	Peak Found	Not Found	Peak Found	Not Found	Not Found	Peak Found	1	
FALSE	Low	Master Protein	Q88E08	Transcriptional regulator, LysR family OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_4660 PE=3 SV=1	0.061	2.3	8	1	2	1	298	33.6	6.8	0	1	"metabolic process;regulation of biological process"		DNA binding	Pf00126, Pf03466	1042047	PP_4660	PP_4660					0										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88EM4	Putative threonine dehydratase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_4430 PE=4 SV=1	0.061	2.299	6	1	3	1	330	34.9	8.06	0	1	metabolic process		catalytic activity	Pf00291	1041638	PP_4430	"eutB; PP_4430"	"Biosynthesis of amino acids; Biosynthesis of secondary metabolites; Valine, leucine and isoleucine biosynthesis; Metabolic pathways; Glycine, serine and threonine metabolism; Carbon metabolism; Biosynthesis of antibiotics"				7	2923919.25	1934489.375	1514516.125	1542447.875	731155.75	1232071.625	1358992.25	1597474.375	4408102	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
FALSE	Low	Master Protein	Q88J44	Baeyer-Villiger monooxygenase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_2805 PE=1 SV=1	0.061	2.298	7	1	1	1	508	57	8.7	0	1	metabolic process		"catalytic activity;nucleotide binding"	Pf00743, Pf01946, Pf06039, Pf13450, Pf13738	1042675	PP_2805	"PP_2805; ethA"					0										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88NY4	Glutamate / aspartate ABC transporter-permease subunit OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=gltK PE=3 SV=1	0.062	2.29	4	1	1	1	223	24.7	9.1	0	1	transport	membrane	"catalytic activity;transporter activity"	Pf00528	1044678	PP_1069	"PP_1069; gltK"	"Two-component system; ABC transporters"				2						2205101.25		543176.25		Not Found	Not Found	Not Found	Not Found	Not Found	High	Not Found	Peak Found	Not Found	1	
FALSE	Low	Master Protein	Q88LH2	Uncharacterized protein OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=PP_1960 PE=4 SV=1	0.062	2.287	4	1	1	1	440	51.2	9.42	0	1	metabolic process		DNA binding	Pf00589	1043085	PP_1960	PP_1960					0										Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	Not Found	1	
FALSE	Low	Master Protein	Q88RP0	Stress-induced peroxiredoxin, lipoyl-dependent peroxidase OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=osmC PE=4 SV=1	0.063	2.281	10	1	3	1	141	14.6	6.54	0	1	"metabolic process;response to stimulus"		"antioxidant activity;catalytic activity"	Pf02566	1043570	PP_0089	osmC					0						700525.1875	555305.5	540964.6875		Not Found	Not Found	Not Found	Not Found	Not Found	Peak Found	Peak Found	Peak Found	Not Found	1	
FALSE	Low	Master Protein	Q88F82	Pyoverdine ABC export system, fused ATPase and permease components OS=Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440) OX=160488 GN=pvdE PE=4 SV=1	0.063	2.277	3	1	3	1	552	61.1	7.4	0	1	transport	membrane	"catalytic activity;nucleotide binding;transporter activity"	Pf00005, Pf00664, Pf02463	1042520	PP_4216	pvdE	ABC transporters				1	14036017	21789416	18497636	14009956	7292246	21389028	14231369	21222004	15492059	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	Peak Found	1	
